id,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106,feature107,feature108,feature109,feature110,feature111,feature112,feature113,feature114,feature115,feature116,feature117,feature118,feature119,feature120,feature121,feature122,feature123,feature124,feature125,feature126,feature127,feature128,feature129,feature130,feature131,feature132,feature133,feature134,feature135,feature136,feature137,feature138,feature139,feature140,feature141,feature142,feature143,feature144,feature145,feature146,feature147,feature148,feature149,feature150,feature151,feature152,feature153,feature154,feature155,feature156,feature157,feature158,feature159,feature160,feature161,feature162,feature163,feature164,feature165,feature166,feature167,feature168,feature169,feature170,feature171,feature172,feature173,feature174,feature175,feature176,feature177,feature178,feature179,feature180,feature181,feature182,feature183,feature184,feature185,feature186,feature187,feature188,feature189,feature190,feature191,feature192,feature193,feature194,feature195,feature196,feature197,feature198,feature199,feature200,feature201,feature202,feature203,feature204,feature205,feature206,feature207,feature208,feature209,feature210,feature211,feature212,feature213,feature214,feature215,feature216,feature217,feature218,feature219,feature220,feature221,feature222,feature223,feature224,feature225,feature226,feature227,feature228,feature229,feature230,feature231,feature232,feature233,feature234,feature235,feature236,feature237,feature238,feature239,feature240,feature241,feature242,feature243,feature244,feature245,feature246,feature247,feature248,feature249,feature250,feature251,feature252,feature253,feature254,feature255
40,1593.3,862.2,1574.8,929.2,1676.8,985.9,1707.2,924.0,1641.3,960.3,1671.4,1035.2,1743.1,1073.1,1801.9,1000.2,1729.0,1060.7,1739.1,1044.2,1786.0,1091.6,1764.7,1014.6,1732.1,1072.9,1766.1,1054.9,1761.9,1074.7,1792.0,1101.9,1837.9,1106.5,1803.0,1091.9,1809.8,1198.7,1890.9,1110.4,1787.6,1435.7,1877.0,1148.8,1855.2,1188.2,1904.5,1084.4,1786.8,1105.2,1810.6,1118.7,1838.4,1160.3,1908.7,1112.3,1836.2,1145.8,1861.7,1166.7,1890.4,1210.1,1921.3,1098.6,1829.2,1117.7,1824.4,1154.1,1826.8,1149.0,1919.0,1102.9,1806.5,1132.0,1825.1,1184.7,1883.6,1183.3,1893.7,1194.5,1910.9,1206.1,1929.3,1237.3,1959.1,1271.6,1987.9,1230.7,1943.3,1249.6,2019.1,1270.4,1997.3,1270.5,1990.2,1162.0,1842.3,1191.9,1911.6,1205.6,1913.0,1235.2,1959.1,1199.7,1942.2,1253.6,1929.2,1238.0,1957.4,1281.3,1970.9,1224.2,1925.0,1208.3,1903.4,1213.0,1920.8,1275.1,2000.5,1223.3,1932.0,1293.3,2016.6,1255.0,1933.6,1317.5,2013.1,1148.1,1881.0,1207.5,1898.7,1168.3,1882.7,1266.1,1979.4,1161.1,1870.5,1226.0,1968.2,1219.8,1964.0,1255.3,1962.2,1187.6,1941.0,1218.7,1914.9,1215.9,1940.3,1292.4,1972.9,1201.9,1948.7,1276.3,1975.1,1224.5,1972.1,1266.3,1993.5,1150.1,1907.6,1195.2,1937.9,1154.3,1862.5,1221.4,1932.6,1178.4,1865.9,1254.2,1933.7,1197.9,1961.4,1247.3,1968.5,1214.1,1976.7,1228.2,1917.8,1216.2,1939.6,1306.4,2051.8,1243.3,1918.0,1312.9,2018.0,1282.3,1994.8,1277.1,1987.5,1210.0,1949.5,1264.5,1941.2,1254.5,1962.7,1343.4,2081.8,1261.2,1949.2,1302.7,2005.2,1314.7,2014.8,1372.6,2034.4,1261.6,2008.3,1329.0,1998.8,1277.7,2004.8,1367.4,2046.5,1281.9,2012.8,1399.0,2044.9,1312.1,2044.0,1352.8,2110.1,1273.6,2009.1,1337.9,2018.5,1329.0,2023.0,1350.5,2083.5,1302.4,2024.4,1316.8,2024.7,1380.0,2076.0,1377.6,2142.6,1343.3,2060.9,1360.4,2049.3,1348.7,2048.1,1398.1,2099.5,1351.0,2064.0,1409.4,2085.5,1357.1,2070.2,1416.4,2083.7,1205.2
41,1605.3,858.7,1624.5,979.9,1725.9,1058.3,1774.7,982.3,1723.5,1067.9,1776.8,1298.5,2026.6,1387.8,2140.2,1159.7,1883.3,1240.9,1945.6,1301.7,2028.7,1371.4,2124.8,1150.2,1891.2,1212.8,1946.2,1277.8,2046.0,1381.5,2102.9,1273.5,2017.7,1379.2,2067.9,1411.4,2161.7,1508.4,2247.2,1369.3,2066.8,1432.9,2112.6,1496.5,2268.7,1529.3,2323.1,1267.0,2025.0,1363.3,2076.4,1413.1,2154.8,1524.6,2265.5,1359.6,2050.3,1398.0,2115.1,1483.3,2244.7,1555.9,2618.8,1267.9,2051.6,1366.2,2094.6,1401.5,2161.3,1491.7,2245.8,1382.5,2065.5,1405.4,2115.8,1527.3,2258.6,1556.8,2283.6,1633.9,2340.5,1736.1,2415.4,1704.6,2441.1,1799.4,2546.8,1705.5,2431.4,1710.6,2487.0,1778.2,2576.5,1853.7,2636.7,1462.4,2170.2,1544.3,2279.3,1634.9,2361.4,1680.0,2438.4,1545.1,2255.2,1586.5,2296.0,1717.8,2447.8,1750.3,2469.3,1621.8,2357.7,1691.9,2431.8,1700.8,2456.3,1799.5,2560.8,1728.5,2423.5,1737.8,2494.6,1806.3,2549.9,1891.4,2631.9,1449.4,2173.0,1537.4,2255.4,1591.7,2376.1,1724.7,2784.9,1573.5,2243.8,1550.0,2282.1,1714.8,2427.1,1718.0,2469.0,1633.4,2353.3,1679.2,2436.5,1692.1,2517.9,1827.0,2594.1,1671.0,2449.2,1715.0,2494.3,1817.0,2562.3,1852.1,2631.2,1468.7,2475.9,1883.1,2265.2,1621.4,2337.3,1709.6,2422.5,1571.8,2223.6,1569.8,2273.4,1690.6,2445.1,1705.7,2466.2,1594.6,2359.6,1705.3,2417.3,1715.8,2882.5,1787.1,2583.7,1680.4,2414.2,1736.4,2454.0,1792.7,2574.1,1883.3,2637.1,1553.3,2294.4,1649.9,2375.2,1722.4,2455.6,1787.9,2563.6,1668.9,2666.1,1708.7,2414.8,1794.9,2569.0,1923.4,2625.0,1757.0,2446.9,1795.7,2543.1,1784.6,2540.8,1898.3,2658.5,1771.2,2550.2,1864.2,2624.1,1868.5,2657.2,2242.2,2716.3,1630.8,2345.0,1714.7,2444.2,1826.5,2557.7,1848.1,2616.0,1715.3,2416.2,1704.8,2430.8,1857.4,2604.4,1870.3,2629.3,1811.6,2552.4,1862.9,2586.5,1888.5,2636.6,1977.0,2757.1,1876.7,2597.6,1914.0,2626.1,1978.5,2725.6,2009.1,2822.0,1542.6
42,1652.5,890.1,1684.8,1069.4,1842.8,1222.5,1963.9,1061.5,1806.5,1182.5,1987.5,1277.0,2017.0,1399.1,2174.7,1192.3,1918.9,1362.1,2108.2,1289.9,2031.3,1395.3,2169.8,1226.6,1953.1,1346.6,2104.6,1266.4,2006.6,1404.2,2202.8,1364.1,2134.8,1529.6,2290.6,1476.4,2169.1,1595.2,2337.7,1475.2,2245.1,1665.7,2444.2,1587.8,2344.4,1693.1,2459.9,1348.8,2103.2,1520.4,2291.1,1475.0,2163.7,1561.4,2695.5,1507.5,2277.0,1637.4,2419.4,1590.7,2362.7,1700.1,2460.9,1338.9,2118.3,1531.0,2286.2,1427.3,2203.4,1608.1,2353.3,1531.7,2286.2,1652.2,2423.9,1583.2,2369.8,1667.0,2444.9,1517.1,2260.7,1707.9,2445.1,1583.6,2358.9,1756.1,2509.2,1718.8,2447.9,1827.2,2602.3,1755.7,2507.4,1874.2,2637.1,1472.8,2208.5,1677.2,2427.3,1557.7,2301.6,1704.0,2470.5,1942.4,2398.9,1744.6,2530.1,1693.5,2477.0,1776.9,2578.9,1542.2,2258.9,1692.4,2472.0,1594.2,2380.5,1754.8,2529.9,1687.8,2468.7,1813.1,2600.0,1782.6,2521.7,1870.6,2616.9,1492.8,2189.1,1637.0,2420.1,1534.8,2298.2,1702.3,2515.5,1608.3,2400.9,1757.0,2530.8,1728.4,2492.7,1795.4,2540.6,1538.5,2259.3,1724.0,2543.5,1615.9,2402.6,1737.3,2535.2,1698.8,2499.0,1810.6,2585.0,1732.0,2564.2,1880.5,2622.1,1472.8,2200.1,1631.4,2407.6,1535.6,2277.0,1713.7,2456.7,1637.7,2418.6,1779.4,2540.1,1693.2,2466.4,1794.1,2558.8,1526.1,2255.3,1699.4,2468.6,1613.3,2393.1,1743.4,2535.8,1722.3,2481.9,1799.5,2567.9,1740.8,2529.8,1879.0,2680.0,1626.1,2369.5,1811.9,2566.5,1710.9,2440.8,1873.4,2648.5,1798.1,2550.4,1974.3,2792.9,1864.8,2661.6,2012.7,2767.8,1703.4,2459.9,1894.7,2653.4,1781.1,2526.7,1895.1,2647.6,1885.6,2680.6,2010.9,2799.3,1913.1,3035.7,2072.6,2857.5,1819.5,2589.3,1930.1,2789.5,1860.9,2637.3,1985.3,2787.4,1902.6,2681.2,2046.3,2815.2,1987.3,2796.9,2105.2,2870.9,1833.5,2637.2,2009.3,2784.2,1959.2,2741.2,2054.2,2865.8,2008.3,2820.4,2114.1,2865.7,2032.6,2825.1,2181.3,2910.5,1616.8
43,1691.3,903.5,1676.5,1034.7,1806.9,1172.8,1937.8,1047.6,1814.0,1190.9,1949.2,1322.7,2031.4,1432.8,2176.2,1196.8,1961.1,1312.9,2066.6,1323.6,2088.8,1395.8,2162.6,1201.9,1945.5,1306.0,2102.9,1328.6,2081.5,1430.2,2187.9,1337.3,2103.0,1432.1,2236.6,1508.1,2198.3,1581.6,2356.3,1443.8,2201.7,1526.4,2376.2,1576.7,2305.3,1628.6,2450.3,1333.0,2087.1,1452.6,2243.2,1482.4,2264.9,1560.3,2361.6,1476.3,2190.3,1568.9,2321.1,1854.0,2333.1,1631.4,2387.6,1305.5,2093.2,1450.7,2274.3,1416.5,2205.1,1538.3,2350.4,1486.8,2570.2,1540.6,2319.8,1567.3,2301.0,1621.2,2389.9,1554.8,2350.6,1687.8,2460.0,1689.2,2478.1,1794.8,2567.3,1687.8,2463.2,1807.0,2594.7,1765.4,2544.6,1836.6,2656.4,1444.7,2193.4,1593.5,2349.8,1621.0,2360.1,1692.1,2467.0,1594.5,2716.6,1687.8,2462.8,1741.4,2473.5,1766.4,2575.4,1592.6,2367.4,1667.9,2467.5,1673.6,2459.8,1836.2,2594.7,1701.6,2460.3,1763.5,2556.1,1765.6,2556.7,1858.4,2623.1,1461.1,2193.2,1591.4,2362.0,1625.9,2371.2,2046.5,2514.1,1629.5,2401.6,1687.6,2780.5,1724.7,2485.2,1823.2,2541.6,1553.6,2309.3,1695.4,2502.2,1680.4,2464.4,1806.4,2600.6,1704.0,2472.1,1775.6,2570.8,1787.0,2613.8,1880.3,2642.7,1445.9,2207.7,1637.0,2341.6,1637.1,2408.1,1680.6,2458.2,1581.5,2379.4,1679.2,2480.6,1693.7,2454.3,1781.5,2537.6,1584.3,2330.4,1698.6,2459.2,2076.9,2472.8,1846.6,2595.9,1712.4,2498.6,1804.9,2560.3,1771.1,2588.9,1871.6,2635.0,1569.8,2343.4,1697.5,2458.7,1716.3,2525.2,1801.0,2623.6,1761.9,2467.5,1827.3,2649.9,1893.5,2610.1,1936.8,2703.7,1751.4,2500.7,1812.4,2635.8,1805.2,2604.1,1920.3,2711.7,2204.1,2629.3,1923.8,2709.3,1914.2,2711.6,2018.8,2789.2,1709.2,2509.0,1837.1,2622.0,1822.5,2596.9,1951.5,2712.7,1819.1,2674.9,1899.8,2669.0,1903.0,2719.1,2031.4,2781.5,1837.7,2603.0,1967.9,2730.5,1917.4,2698.8,2013.3,2787.3,1908.4,2696.1,2022.8,2814.6,1993.5,2783.0,2083.9,2862.9,1559.2
44,1699.8,938.2,1710.3,1064.9,1833.2,1150.2,1950.6,1041.7,1887.4,1186.2,2007.5,1276.8,2069.5,1438.2,2185.8,1217.4,1974.7,1289.6,2079.6,1281.9,2103.5,1410.6,2207.7,1194.0,1958.0,1314.3,2094.6,1289.8,2077.9,1410.8,2178.7,1360.9,2105.9,1433.6,2208.4,1447.1,2244.9,1506.3,2347.4,1425.5,2227.6,1519.2,2364.3,1541.6,2333.3,1651.1,2449.5,1315.8,2106.3,1436.5,2263.5,1458.6,2205.6,1563.0,2316.6,1439.4,2261.7,1545.0,2390.0,1510.0,2330.3,1625.1,2394.9,1321.0,2119.4,1436.9,2228.2,1415.8,2206.5,1548.9,2334.4,1462.4,2222.1,1551.1,2306.1,1538.4,2304.8,1597.0,2423.1,1576.8,2353.1,1687.2,2442.5,1659.7,2729.2,1773.8,2581.7,1690.7,2462.2,1750.9,2553.7,1738.2,2508.8,1858.3,2627.2,1472.3,2233.1,1573.8,2352.9,1560.2,2398.2,1691.1,2461.5,1589.5,2434.4,1636.4,2468.9,1693.2,2492.9,1770.3,2542.7,1566.3,2346.0,1704.2,2486.4,1654.7,2449.0,1790.0,2612.0,1685.1,2451.7,1772.2,2559.6,1770.8,2568.3,1852.2,2642.3,1470.6,2250.7,1557.4,2317.5,1590.4,2382.9,1683.4,2520.1,1574.8,2369.8,1633.2,2456.2,1712.2,2486.4,1778.2,2553.7,1586.8,2372.3,1690.7,2519.0,1655.1,2435.2,1787.3,2590.5,1671.2,2466.6,1764.2,2589.4,1748.0,2574.3,1860.8,2628.5,1461.8,2233.2,1540.1,2341.0,1587.1,2356.8,2000.7,2449.2,1596.8,2380.5,1664.9,2436.3,1707.7,2454.7,1731.2,2541.4,1559.0,2349.3,1693.9,2457.6,1662.1,2512.5,1791.7,2584.9,1653.2,2504.3,1795.9,2546.5,1775.7,2565.3,1862.3,2617.2,1593.2,2386.8,1679.3,2465.8,1712.0,2522.8,1790.0,2647.2,1689.8,2490.6,1823.5,2583.4,1907.6,2607.6,1933.8,2708.3,1719.8,2503.5,1854.0,2631.0,1764.3,2572.4,1902.0,2723.8,1832.1,2623.2,1902.6,2713.0,1895.6,2713.0,1979.8,2766.2,1677.7,2497.4,1780.9,2604.6,1844.7,2590.0,1890.5,2764.8,1834.8,2623.2,1883.6,2648.2,2183.6,2686.6,2014.2,2806.0,1793.8,2581.3,1967.3,2756.9,1891.3,2716.5,1990.4,2782.9,1884.7,2692.1,1977.6,2799.5,1951.9,2750.4,2080.9,2874.3,1566.8
45,1729.2,949.3,1752.6,1106.4,1880.7,1281.4,2069.2,1119.1,1936.7,1257.3,2083.7,1310.4,2107.6,1464.9,2249.0,1209.4,2020.4,1381.0,2186.8,1285.2,2129.0,1434.2,2246.4,1212.8,2002.4,1396.6,2208.3,1323.0,2084.2,1427.2,2235.2,1424.8,2197.5,1562.2,2404.4,1475.9,2275.6,1641.6,2456.2,1544.5,2373.3,1692.8,2556.9,1658.3,2478.9,1738.1,2585.0,1386.9,2222.4,1604.0,2402.6,1506.7,2257.2,1601.2,2442.1,1549.9,2377.5,1675.0,2532.7,1631.0,2455.6,1717.1,2547.0,1393.0,2197.6,1576.5,2410.1,1505.1,2288.1,1598.8,2436.8,1555.8,2373.8,1730.2,2521.3,2006.8,2478.4,1718.2,2599.6,1559.6,2377.8,1713.5,2553.7,1646.8,2458.5,1776.2,2649.2,1733.9,2565.1,1846.3,2673.6,1803.2,2624.2,1913.7,2777.0,1525.7,2334.0,1717.7,2513.1,1572.0,2374.1,1747.3,2554.5,1661.4,2507.6,1796.0,2661.7,1739.1,2598.8,1841.8,2703.3,1611.1,2355.6,1736.4,2560.6,1669.8,2443.5,1780.9,2615.1,1727.0,2556.7,1876.9,2675.1,1832.9,2640.3,2272.2,2764.2,1510.6,2324.5,1697.6,2503.9,1592.7,2379.4,1746.3,2601.8,1623.6,2459.7,1798.5,2654.6,1725.8,2615.6,1847.2,2695.5,1574.6,2376.0,1761.1,2587.8,1657.9,2469.7,1826.9,2637.4,1731.4,2561.3,1838.7,2679.6,1814.3,2645.5,1925.5,2780.4,1508.5,2324.8,1675.0,2510.5,1588.5,2353.1,1718.2,2555.4,1648.7,2473.9,1796.5,2635.9,1727.6,2557.3,1845.0,2682.4,1585.3,2388.1,1724.6,2561.3,1662.3,2509.2,1769.6,2643.7,1747.6,2602.5,1850.6,2657.5,1839.5,2638.5,1938.4,2749.2,1658.8,2447.8,1888.2,2683.6,1754.0,2552.5,1906.8,2726.6,2117.3,2659.9,1983.4,2874.0,1929.3,2722.5,2082.5,2861.5,1761.3,2551.5,1912.7,2744.5,1820.1,2637.9,1935.2,2766.6,1913.1,2752.5,2072.1,2887.5,1979.5,2819.6,2097.1,2942.7,1863.8,2679.3,2007.9,2822.0,1927.4,2731.5,2037.5,2866.5,1928.5,2786.7,2074.2,2896.3,2024.3,2864.0,2161.3,2950.0,1926.6,2740.9,2080.5,2875.0,2014.9,2816.4,2118.7,2982.0,2030.2,2871.6,2150.0,2990.4,2148.6,2960.8,2192.5,3351.3,1662.0
46,1789.0,946.3,1771.5,1051.3,1867.2,1156.2,1945.5,1056.2,2233.7,1146.1,1946.3,1387.0,2213.6,1470.2,2302.4,1251.9,2048.8,1293.2,2108.5,1371.7,2222.7,1453.1,2316.4,1241.0,2041.6,1326.9,2114.3,1380.6,2249.7,1445.5,2321.2,1377.9,2183.2,1431.9,2267.2,1500.0,2317.5,1568.8,2421.0,1468.0,2271.7,1494.9,2323.1,1571.8,2447.2,1639.1,2475.1,1340.8,2161.9,1433.1,2245.0,1804.4,2371.6,1582.9,2426.5,1447.7,2255.6,1484.2,2318.8,1586.1,2396.3,1606.7,2440.1,1353.5,2160.9,1458.1,2253.9,1518.4,2328.1,1578.5,2404.4,1449.0,2244.9,1497.9,2295.6,1625.7,2413.6,1596.2,2448.8,1700.4,2528.6,1786.4,2600.9,1790.4,2630.7,1880.9,2764.8,1772.0,2596.6,1834.5,2654.1,1888.3,2741.3,1927.3,2754.6,1536.9,2319.0,1626.3,2415.7,1706.2,2579.7,1792.8,2588.6,1607.2,2492.3,1645.1,2515.4,1773.1,2646.0,1820.1,2655.5,1687.7,2545.8,1762.5,2619.6,1793.1,2627.7,1868.1,2752.7,1752.5,2615.4,1825.3,2677.9,1877.8,2736.3,1931.7,2760.8,1535.3,2333.8,1631.9,2413.7,1972.4,2526.0,1811.7,2641.3,1654.2,2427.9,1623.7,2473.8,1771.0,2662.6,1790.9,2656.7,1723.6,2521.5,1762.4,2635.9,1794.1,2630.4,1889.0,2777.0,1762.8,2589.2,1818.3,2643.5,1886.5,2725.5,1949.9,2732.0,1534.2,2308.9,1636.0,2453.8,1709.6,2555.5,1772.5,2590.8,1650.6,2418.3,1642.7,2467.5,1766.8,2619.9,1796.0,2645.8,1682.4,2554.8,1755.5,2613.1,1800.8,2664.1,1878.7,2773.8,1783.8,2656.9,1831.2,2657.3,1855.8,2709.1,1931.8,2739.3,1630.7,2439.1,1720.1,2545.0,1782.1,2638.7,1877.2,2705.9,1752.0,2535.2,1793.2,2581.6,1929.3,2726.9,1981.2,2790.8,1811.0,2617.8,1887.4,2712.3,1865.4,2732.3,1995.7,2876.9,1851.1,2720.1,1937.7,2818.1,1985.9,2838.8,2030.0,2866.1,1709.9,2507.5,1766.1,2597.4,1883.0,2732.6,1914.9,2772.2,1818.5,2620.3,1805.5,2655.8,1924.1,2778.3,1952.5,2787.3,1905.0,2696.7,1935.9,2771.7,1972.7,2844.2,2071.3,2872.9,1956.1,2752.1,1992.3,2805.3,2069.3,2877.5,2067.9,2944.8,1605.6
47,1802.5,965.4,1779.4,1047.1,1870.0,1089.6,1891.8,1059.2,1882.1,1089.3,2233.0,1137.6,1997.9,1198.5,2008.9,1117.1,1972.9,1139.5,1959.9,1157.9,1990.0,1238.4,2020.6,1147.5,1962.5,1156.9,2012.9,1142.3,1981.3,1192.4,2025.9,1219.8,2013.7,1241.9,2027.3,1204.4,2051.3,1342.5,2091.3,1219.6,2045.6,1300.0,2090.4,1298.1,2117.0,1304.4,2137.2,1185.5,2035.4,1221.2,2031.1,1225.8,2042.6,1306.6,2123.2,1232.8,2040.4,1239.7,2084.7,1313.6,2121.5,1309.2,2134.4,1231.0,2067.4,1266.2,2021.8,1227.2,2088.7,1329.3,2131.0,1235.7,2061.7,1270.0,2116.4,1282.3,2497.1,1312.4,2121.8,1329.4,2143.9,1335.6,2143.8,1329.3,2176.9,1425.8,2263.9,1330.9,2499.6,1384.5,2261.4,1442.9,2222.5,1412.7,2239.3,1288.6,2070.3,1317.4,2120.2,1296.1,2149.1,1374.3,2158.0,1331.1,2190.5,1331.0,2176.3,1335.6,2207.1,1360.8,2211.3,1698.7,2171.4,1345.9,2165.9,1374.4,2180.1,1442.9,2259.7,1324.6,2164.8,1422.7,2267.3,1406.7,2233.2,1424.8,2236.4,1287.6,2097.3,1321.6,2152.0,1292.8,2135.6,1383.4,2249.6,1285.9,2099.4,1358.7,2172.1,1326.8,2220.4,1390.2,2250.1,1334.8,2169.8,1337.9,2164.9,1394.4,2211.3,1401.1,2254.0,1345.5,2173.6,1401.4,2233.6,1394.7,2299.8,1444.1,2232.4,1274.6,2090.2,1313.7,2180.7,1297.2,2106.9,1349.7,2164.9,1300.4,2117.5,1364.4,2217.2,1365.0,2208.4,1350.1,2234.7,1334.9,2210.1,1310.7,2161.8,1330.3,2193.5,1393.1,2219.1,1326.5,2188.6,1396.8,2536.8,1359.8,2207.6,1422.6,2255.5,1334.6,2175.5,1392.4,2242.9,1380.2,2207.7,1465.0,2338.7,1363.1,2200.5,1404.9,2234.9,1423.3,2306.4,1460.7,2274.1,1411.0,2219.2,1411.4,2278.2,1413.9,2254.0,1525.1,2368.0,1404.8,2279.9,1522.7,2315.5,1452.1,2302.3,1504.2,2320.8,1376.3,2205.5,1468.9,2234.9,1402.4,2249.9,1507.8,2342.4,1412.9,2248.5,1445.0,2287.4,1491.4,2335.5,1501.0,2348.6,1477.3,2277.5,1469.1,2331.1,1482.0,2302.4,1492.2,2338.0,1482.9,2333.7,1502.9,2334.2,1484.2,2314.3,1497.1,2360.6,1334.9
48,1834.7,968.5,1852.1,1058.5,1890.4,1138.0,1931.3,1042.6,1901.2,1074.9,1927.4,1149.4,2028.6,1216.3,2016.8,1117.4,1990.1,1183.9,2291.6,1189.3,1986.6,1219.0,2051.0,1127.8,1977.9,1149.9,1999.5,1151.6,1978.7,1186.6,2032.4,1228.8,2108.5,1233.0,2085.9,1209.2,2063.7,1323.1,2100.2,1245.9,2083.4,1252.9,2075.5,1273.5,2123.9,1323.2,2169.8,1195.3,2070.4,1246.3,2083.9,1228.7,2077.9,1279.0,2134.4,1223.4,2089.1,1236.1,2097.5,1310.0,2119.9,1281.5,2155.7,1208.9,2414.8,1222.1,2077.6,1251.2,2074.1,1308.4,2124.3,1228.0,2064.4,1248.3,2109.9,1271.7,2147.5,1302.3,2139.1,1306.7,2209.3,1326.8,2195.0,1336.5,2242.5,1411.1,2252.8,1324.7,2157.7,1402.8,2242.4,1406.7,2251.8,1399.3,2258.5,1279.0,2119.0,1308.2,2135.3,1274.9,2124.5,1355.3,2204.6,1325.3,2154.8,1325.0,2181.8,1331.2,2218.2,1360.2,2213.2,1345.5,2173.2,1331.4,2163.0,1358.6,2541.2,1468.2,2244.1,1329.8,2173.9,1433.7,2269.0,1392.1,2215.3,1434.8,2259.4,1290.1,2125.4,1302.1,2157.7,1289.3,2172.6,1361.5,2254.8,1286.0,2155.9,1371.0,2202.0,1326.9,2223.0,1377.0,2221.7,1306.8,2184.1,1334.8,2171.8,1350.3,2168.5,1395.5,2280.5,1330.8,2182.9,1419.3,2229.0,1390.3,2220.6,1426.4,2241.5,1297.9,2130.1,1341.0,2159.4,1287.9,2138.2,1351.7,2195.7,1589.3,2136.4,1349.4,2197.3,1365.0,2187.3,1360.9,2215.9,1293.5,2194.1,1319.4,2177.3,1348.5,2181.3,1408.2,2295.1,1339.9,2232.4,1389.9,2257.6,1372.1,2218.4,1443.6,2250.3,1331.6,2202.4,1381.2,2218.3,1381.3,2220.5,1461.4,2276.8,1369.4,2222.7,1418.2,2258.2,1439.9,2253.8,1420.4,2293.7,1392.7,2236.6,1406.6,2244.6,1404.5,2264.2,1476.3,2320.1,1422.8,2255.3,1467.2,2324.1,1472.2,2282.8,1503.4,2340.0,1380.1,2234.7,1438.0,2290.8,1403.9,2289.2,1505.7,2317.5,1415.6,2264.0,1419.8,2356.7,1491.0,2303.1,1507.9,2342.1,1464.9,2274.8,1436.2,2311.8,1459.1,2299.0,1815.9,2349.8,1479.2,2273.6,1502.8,2339.1,1495.3,2333.4,1506.3,2330.4,1348.1
49,1846.4,999.3,1883.5,1130.2,1972.8,1180.7,2012.9,1110.5,1985.9,1207.8,2033.2,1418.3,2303.1,1517.5,2414.0,1283.2,2154.8,1339.1,2174.3,1417.8,2303.8,1503.7,2401.9,1273.6,2153.1,1366.1,2222.9,1419.8,2310.1,1477.3,2370.2,1396.1,2263.8,1470.2,2333.6,1520.0,2398.9,1600.2,2536.5,1483.7,2325.4,1538.9,2403.0,1590.1,2506.2,1650.1,2531.0,1410.7,2239.1,1486.3,2333.8,1542.4,2414.3,1597.7,2536.6,1487.0,2316.1,1502.3,2353.6,1623.7,2526.8,1661.0,2565.6,1400.1,2241.4,1492.5,2321.0,1531.3,2423.1,1615.0,2530.5,1477.0,2343.7,1512.7,2378.2,1660.4,2527.0,1691.6,2547.0,1726.6,2585.3,1821.3,2670.2,1820.9,2689.9,1908.0,2807.6,1780.5,2718.5,1867.7,2724.0,1964.5,3119.8,1983.7,2896.7,1568.6,2412.3,1651.2,2499.7,1726.9,2622.7,1812.4,2733.7,1665.2,2493.2,1675.8,2534.7,1804.9,2697.7,1829.8,2740.6,1732.6,2629.4,1808.6,2663.0,1819.3,2730.7,1945.3,2853.5,1796.4,2695.3,1884.5,2702.8,1941.1,2851.9,2003.9,2846.8,1591.3,2436.9,1637.9,2504.6,1698.5,2594.3,1815.5,2716.5,1654.1,2507.5,1703.9,2543.0,1788.0,2716.0,1845.9,2743.8,1731.8,2627.3,1809.7,2698.4,1821.4,2710.8,1916.8,2851.3,1807.6,2675.7,1860.1,2726.0,1955.6,3138.4,1981.8,2901.3,1588.6,2443.4,1671.4,2499.1,1703.4,2609.4,1825.1,2712.7,1683.4,2498.8,1679.7,2540.7,1804.5,2743.1,1836.2,2748.5,1707.7,2605.2,1786.6,2693.6,1800.9,2687.3,1888.5,2819.6,2084.1,2687.3,1819.6,2723.1,1925.7,2818.4,2020.6,2876.3,1656.8,2539.8,1780.1,2629.0,1854.0,2697.6,1906.9,2808.9,1743.1,2606.0,1774.1,2642.5,1915.8,3065.6,1954.9,2849.2,1814.4,2681.9,1917.6,2790.7,1920.5,2806.5,2028.6,2952.9,1905.1,2800.1,1947.4,2855.5,2045.4,2907.3,2062.8,2962.8,1744.3,2595.7,1796.3,2699.4,1918.2,3115.5,1966.8,2841.0,1849.0,2673.4,1819.0,2722.9,1981.2,2870.8,2019.1,2893.1,1918.2,2837.4,1945.2,2861.9,1982.7,2907.1,2130.2,3008.4,1985.1,2828.6,2025.6,2897.9,2130.8,3006.7,2118.2,3006.4,1676.1
