id,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106,feature107,feature108,feature109,feature110,feature111,feature112,feature113,feature114,feature115,feature116,feature117,feature118,feature119,feature120,feature121,feature122,feature123,feature124,feature125,feature126,feature127,feature128,feature129,feature130,feature131,feature132,feature133,feature134,feature135,feature136,feature137,feature138,feature139,feature140,feature141,feature142,feature143,feature144,feature145,feature146,feature147,feature148,feature149,feature150,feature151,feature152,feature153,feature154,feature155,feature156,feature157,feature158,feature159,feature160,feature161,feature162,feature163,feature164,feature165,feature166,feature167,feature168,feature169,feature170,feature171,feature172,feature173,feature174,feature175,feature176,feature177,feature178,feature179,feature180,feature181,feature182,feature183,feature184,feature185,feature186,feature187,feature188,feature189,feature190,feature191,feature192,feature193,feature194,feature195,feature196,feature197,feature198,feature199
11,4.573,4.53,4.51,5.299,4.518,4.648,4.796,4.941,4.49,4.854,11832.247,11830.029,11951.746,11872.325,11804.453,26818.716,22891.624,22855.716,22862.705,22928.867,33981.481,36636.382,33834.454,33855.007,33904.426,34012.606,33813.171,33896.801,33927.116,33932.073,44845.858,44999.153,44873.369,45161.871,44939.314,56557.993,55900.57,55965.041,56090.515,55819.106,66952.324,67034.614,66936.888,66944.638,66974.292,78282.674,77861.26,77952.166,77947.683,77857.43,88890.884,88906.878,89309.484,89019.39,88956.778,88901.152,88917.114,88962.993,88978.699,88977.246,100017.929,99985.675,99845.714,99920.863,100098.338,110992.606,110920.777,111048.673,110918.407,110912.305,122129.074,121973.424,122065.869,121962.433,121900.465,132990.831,132922.759,133021.209,132967.332,132954.209,143954.392,144054.784,143874.111,143867.286,143942.893,154990.372,154952.698,154987.253,154982.669,154979.587,154936.551,154832.819,154924.375,154985.441,154878.94,165985.701,165986.929,166089.869,165885.838,165952.988,165957.657,165985.742,165979.783,165984.659,165986.305,176858.62,177032.818,177097.182,176985.852,176885.066,176984.369,176744.738,176932.614,176987.325,176985.624,187842.916,187874.84,187985.065,187958.002,187962.49,199052.525,199047.331,199039.292,198995.957,198968.348,209914.792,210071.832,210071.492,210033.02,210039.029,221050.32,221022.894,221025.883,221104.47,220986.59,231995.579,231994.553,232014.008,231973.405,231980.396,242920.525,242990.702,243010.169,242988.787,242990.208,254027.85,253964.544,254042.885,254073.961,253917.678,264938.966,265195.532,265087.961,265019.18,264940.189,276092.805,276102.302,276076.188,276012.837,275876.863,286965.002,286981.059,287029.195,286906.426,286972.607,286989.305,287083.212,286872.601,286990.899,287081.473,297975.03,297994.792,297994.163,297995.547,297947.748,309110.906,308988.067,308864.862,308901.016,308908.448,308965.267,308990.786,309024.358,308991.215,308987.338,319994.742,320033.79,319962.224,319994.14,320032.918,330963.48,330982.456,330942.349,330977.374,331018.544,341998.157,342001.144,341937.021,341947.829,341878.1
12,4.556,4.516,4.515,4.58,4.626,4.598,4.505,4.508,4.638,4.357,12919.724,12878.454,12960.471,12961.651,12845.824,25045.951,26619.61,24890.808,24925.097,24931.93,36944.336,37005.441,36931.218,37031.598,36962.663,36944.003,37387.008,36924.342,37113.496,36942.629,48931.2,48914.978,49203.105,49111.662,48963.367,61017.903,60977.078,61063.643,60937.765,61044.417,72987.477,73058.053,73011.896,72955.618,73113.96,85041.191,85131.474,84897.577,85001.563,84979.381,97035.179,97064.265,97160.742,96990.91,97093.026,97071.764,96950.641,97179.343,97046.837,97003.519,109127.417,109195.234,109120.16,109066.459,109087.039,121074.094,121131.437,121101.069,120989.157,121000.269,132992.882,132937.965,132729.165,132878.271,133089.349,145197.865,145065.722,145061.976,145067.44,145124.014,157188.154,157079.048,157147.731,157077.601,157081.217,169120.032,169087.093,169148.879,169196.398,169006.64,169201.477,169082.154,169139.827,169110.121,169115.486,181115.909,181083.422,181122.062,181162.948,181113.358,181147.698,181108.032,181141.523,181011.41,180806.274,193111.865,193080.969,192978.113,193035.24,193056.021,193084.364,192903.453,192943.24,193188.158,193122.53,205055.441,205126.196,204975.951,205133.961,204924.096,217091.187,217024.428,217070.822,217129.169,217119.287,229022.871,229088.613,229092.589,229153.804,229028.818,241004.622,241147.419,241163.511,241042,241050.885,253043.428,253150.551,253175.886,253184.74,253139.783,265028.388,265130.945,265166.026,265148.708,265108.556,277172.669,277129.677,277173.007,277132.24,277125.565,289083.728,289093.147,289094.118,289079.646,289089.692,301088.73,301125.156,301206.348,301170.836,301195.972,313216.665,313088.534,313045.988,313100.07,312989.503,313116.411,313156.987,313090.669,313157.049,313090.343,325139.943,325135.259,325152.935,325013.803,325039.62,336986.939,337044.694,337090.769,337089.709,337084.572,337201.272,337138.26,337103.002,337043.176,337047.14,349049.599,348939.023,349097.527,349087.12,349152.326,361218.696,361134.735,361128.225,361173.374,361107.244,373093.462,373160.557,373093.978,373134.311,373096.053
13,4.44,4.736,4.471,4.829,4.729,4.473,4.676,4.506,4.395,4.603,14012.915,14045.78,13990.237,14539.08,13996.251,27092.591,26905.609,27098.572,26984.399,26960.641,40105.701,39923.037,40051.581,40058.585,40102.644,40182.213,40135.871,40169.992,40034.542,40274.06,53055.778,53147.637,53029.756,53173.592,53006.331,66034.333,66075.789,66049.737,66116.979,66144.575,79045.253,79209.089,81511.535,79077.192,79253.612,92103.949,92283.088,92279.289,92192.345,92072.102,105282.756,105282.628,105148.22,105134.168,105161.69,105107,105226.491,105008.583,105176.037,105213.699,118172.754,118152.72,118187.11,118080.181,118823.072,131105.849,131221.404,131217.312,131011.434,131168.808,144015.599,144015.616,144224.857,144268.779,143964.352,157279.139,157257.81,157188.317,157147.435,157146.985,170162.082,170150.469,170301.864,170196.749,170217.775,183206.712,183150.141,183024.463,183032.104,183302.706,183299.253,183259.932,183222.804,183164.371,183083.182,196185.432,196232.542,196082.391,196176.279,196178.266,196216.912,196285.411,196282.218,196123.592,196180.895,209188.737,209267.684,209201.391,209179.093,209246.997,209235.377,209158.004,209765.304,209097.592,209114.511,222008.386,222196.685,222110.692,222157.269,222138.27,235238.975,235244.383,235045.549,235111.13,235082.709,248122.223,248134.639,248100.548,248119.446,248179.831,260995.921,261194.711,261135.82,260841.778,261226.566,274181.464,274173.681,274093.639,274137.257,274154.036,287188.508,287217.159,287208.301,287292.591,287180.679,300269.434,300287.794,300130.536,300105.521,300044.705,313254.891,313178.697,313062.857,313101.567,313125.141,326120.643,326131.593,326179.116,326183.676,326172.227,339197.886,339235.458,339245.028,339297.754,339253.534,339024.716,339128.834,338980.682,339110.762,339097.569,352131.043,352094.645,352227.344,352294.338,352233.959,365168.292,365182.393,365186.079,365216.23,365182.409,365190.872,365187.459,365193.823,365019.734,365183.046,378189.02,378187.408,378204.924,378188.802,378247.382,391259.557,391238.126,391186.454,391124.566,391235.856,404189.753,404190.671,404193.42,404180.916,404194.472
14,4.784,4.598,4.588,4.458,4.758,4.608,4.683,4.711,4.653,8.532,15074.906,15009.693,14979.46,15115.433,15032.399,29090.907,29111.134,29641.845,29156.98,31280.587,43053.144,43230.67,43144.455,43102.098,43064.875,43307.579,43279.78,43130.609,43248.904,44380.428,56997.125,57355.856,59135.146,57205.601,57063.355,71132.297,71410.805,71253.304,73144.415,71459.076,85105.685,85279.391,85421.153,86932.655,85717.023,99163.433,99100.422,99181.212,99252.278,99241.181,113207.384,113272.923,113614.413,113269.022,113272.254,113055.953,113272.47,113340.594,113270.225,113123.491,127130.061,127385.227,127354.409,127258.479,127273.861,141197.965,141172.538,141385.831,141334.999,141066.325,155220.11,155355.238,155156.231,155217.096,155186.856,169222.982,169310.745,169304.274,169272.602,169324.088,183284.987,183271.884,183279.936,183311.186,183276.173,197275.177,197432.064,197153.82,197279.031,197402.185,197262.179,197184.636,197335.564,197246.519,197393.501,211314.728,211007.714,211325.927,211085.789,211186.274,213086.854,211330.289,211279.141,211388,211272.317,225278.201,225350.127,225279.011,225327.425,225275.833,225312.553,225276.357,225367.809,225278.432,225314.483,239357.354,239174.078,239334.197,239168.886,239208.828,253479.533,253315.998,253224.043,253348.792,253138.148,267197.99,267191.984,267247.613,267325.329,267129.344,281277.952,281321.022,281277.947,281268.771,281351.164,295280.362,295447.636,295278.376,295328.092,295284.948,309300.238,309170.832,309280.663,309413.434,309333.753,323337.376,323279.994,323251.057,323282.301,323298.394,337337.819,337289.638,337405.947,337320.918,337278.4,351178.544,351288.395,351281.093,351218.558,351214.379,365284.449,365298.621,365294.554,365279.94,365279.133,365280.058,365286.104,365121.439,365227.367,365366.335,379282.907,379285.13,379272.27,379325.938,379284.257,393266.035,393280.927,393298.67,393236.634,393240.082,393176.27,393235.139,393395.775,393329.056,393281.368,407281.034,407287.77,407018.3,407250.988,407246.958,421262.632,421310.392,421287.647,421186.841,421071.079,435247.138,435251.589,435285.424,435179.241,435188.453
15,4.556,4.302,4.746,4.661,4.829,4.666,4.583,7.119,4.35,4.836,16136.608,16121.28,16237.215,16066.837,16205.647,31297.404,31142.586,31124.492,31261.581,31194.068,46218.487,46542.537,54509.035,46251.695,46170.786,46395.638,50646.63,46264.856,46259.977,46186.495,61342.728,61199.51,61330.271,61158.024,61156.936,76149.233,76252.232,76257.493,76268.675,76210.685,91432.307,91108.058,91218.385,91335.118,91316.217,106306.283,106327.462,106224.086,105889.15,106229.468,121335.52,121254.994,121128.69,121351.703,121257.147,121435.898,121317.571,121433.209,121357.439,121394.06,136232.961,136588.169,136181.459,136249.639,137854.526,151261.962,151321.731,151446.842,151492.648,151360.169,166369.791,166353.895,166421.831,166366.03,166362.314,181363.923,181463.934,181479.234,181290.493,181328.346,196065.4,196328.561,196397.435,196373.03,196490.783,211460.785,211181.771,211412.103,211376.314,211485.272,211370.853,211459.731,211371.622,211124.073,211440.346,226417.606,226382.267,226194.452,226486.256,226367.728,226374.075,226445.954,226433.359,226387.288,226250.422,241416.668,241372.003,241223.855,241293.727,241224.539,241315.184,241371.955,241376.794,241427.413,241368.91,256469.224,256288.94,256308.927,256386.857,256415.237,271573.575,271102.597,271388.234,271345.679,271402.826,286245.675,286345.796,286385.378,286393.629,286366.349,301368.052,301344.709,301331.337,301303.007,301349.168,316312.143,316360.986,316357.342,316288.617,316357.453,331222.578,331310.494,331301.539,331165.561,331486.958,346482.671,346472.491,346334.133,346288.938,346310.32,361311.759,361440.025,361288.798,361330.923,361348.982,376322.734,376379.781,376492.095,376379.65,376376.014,391378.623,391483.039,391439.669,391372.313,391267.741,391397.248,391326.272,391351.665,391237.023,391260.47,406353.832,406385.819,406455.235,406459.254,406404.272,421378.7,421447.428,421422.29,421384.626,421553.207,421378.216,421354.537,421416.757,421487.431,421362.642,436402.891,436328.398,436368.601,436377.201,436343.03,451380.917,451189.107,451461.039,451388.712,451424.653,466398.362,466109.748,466394.957,466381.676,466249.778
16,4.548,4.713,4.661,4.766,4.646,4.69,4.44,4.781,4.255,5.039,19052.178,17261.847,17171.263,17193.832,17289.641,33208.993,33242.905,33225.234,33182.242,33350.138,49290.372,49344.543,49244.624,49414.632,49463.039,49375.557,49298.148,49446.165,49382.876,49544.071,65273.934,65296.151,65196.079,65387.291,65195.115,81247.834,81354.898,81304.071,81480.067,81293.985,97196.663,97552.106,97313.467,97387.804,97241.065,113258.357,113219.039,113464.599,113465.801,113719.956,129389.921,129252.248,129321.267,129348.292,129472.251,129485.527,129462.646,129214.163,129345.678,129353.905,145433.138,145409.255,145468.174,145345.483,145288.484,161408.108,161444.344,161485.826,161343.263,164751.052,177534.341,177396.866,177501.406,177415.98,177428.133,193477.637,193303.052,193516.665,193587.449,193319.409,209374.461,209514.736,209468.31,209564.611,209490.066,225592.457,225491.93,225499.641,225583.817,225295.378,225337.318,225436.807,225583.889,225515.795,225580.928,241457.548,241563.808,241466.03,241439.987,241462.166,241537.397,241443.547,241464.577,241510.202,241283.188,257450.792,257320.691,257427.247,257470.503,257398.19,257387.277,257426.844,257357.932,257341.186,257396.108,273322.415,273456.184,273323.069,273490.726,273474.108,289542.891,289286.524,289509.254,289587.679,289608.866,305532.817,305467.933,305495.261,305374.024,305414.379,321498.947,321492.833,321389.466,321450.407,321472.771,337437.973,337480.777,337470.005,337469.859,337515.071,353471.944,353552.31,353571.847,353576.29,353562.877,369552.865,369423.95,369472.616,369473.182,369531.945,385472.931,385494.783,385595.912,385525.517,385274.828,401512.987,401472.241,401399.11,401409.817,401412.283,417441.46,417542.035,417484.505,417498.469,417515.361,417482.914,417454.583,417521.404,417495.497,417549.309,433475.674,433478.593,433476,433473.153,433490.273,449483.611,449482.145,449402.252,449458.774,449416.542,449475.104,449481.941,449521.126,449483.188,449492.364,465521.348,465476.695,465520.178,465499.719,465607.305,481490.329,481486.139,481531.444,481478.735,481452.58,497449.955,497521.649,497517.046,497481.761,497473.008
17,4.377,4.528,5.189,4.308,4.674,4.406,4.746,4.47,4.598,4.658,18298.304,18345.53,18262.493,18376.821,18275.997,35404.381,35396.09,35369.37,36136.101,35397.835,52233.784,52668.481,52456.669,52300.004,54216.775,53033.815,52816.756,52431.275,52338.37,58420.367,69652.215,69575.493,69432.381,69425.654,69346.096,86500.873,86349.345,86397.682,86406.344,86200.238,103203.017,103326.104,103506.598,103581.383,103429.09,120409.046,120355.81,120520.783,120431.79,120660.649,137375.876,137491.227,137603.556,137633.338,137422.842,137436.841,137500.428,137554.137,137633.466,137603.178,154555.112,154625.184,154409.288,154383.037,154572.284,171462.608,171587.549,171547.018,171402.582,171508.9,188569.747,188531.101,188521.022,188515.849,188386.53,208486.805,205567.399,205487.743,205283.256,205507.637,222481.145,222628.678,222626.884,222564.655,222686.439,239573.255,239545.721,239259.412,239626.187,239563.613,239574.821,239681.557,239673.063,239601.736,239451.366,256658.321,256566.809,256638.548,256403.748,256588.477,256654.184,256485.684,256470.289,256476.709,256569.962,273431.82,273398.06,273590.211,273418.815,273470.727,273521.63,273381.123,275410.907,273438.723,273416.059,290448.589,290604.767,290672.245,290497.739,290573.67,307235.459,307630.02,307568.873,307612.146,307566.814,324682.07,324425.006,324370.598,324529.843,324588.002,341548.559,341494.338,341651.872,341643.779,341624.494,358577.916,358650.576,358602.05,358847.173,358500.838,375690.611,375461.193,375394.149,375470.129,375498.136,392694.527,392571.177,392478.227,392582.013,392463.333,409542.157,409233.001,409483.152,409482.433,409544.36,426435.27,426561.657,426673.771,426578.965,426568.656,443550.338,443391.125,443545.412,443520.093,443569.275,443614.757,443649.941,443546.216,443524.078,443578.293,460531.567,460521.038,460629.165,460494.266,460531.49,477539.851,477560.904,477577.668,477623.421,477576.2,477713.352,477551.698,477523.626,477477.339,477471.646,494516.787,494523.137,494635.913,494607.978,494459.352,511655.172,511519.436,511348.969,511665.123,511680.651,528576.474,528508.678,528706.149,528728.739,528635.331
18,4.546,4.726,4.463,4.714,4.633,4.814,4.689,4.61,4.888,4.573,19249.423,19952.357,19427.712,19446.864,19311.991,37418.598,37496.494,39773.804,37400.793,37379.123,60089.225,55279.444,55458.972,55405.994,55508.797,55414.828,55480.128,55648.399,55510.689,55341.854,73722.636,73529.189,73584.862,73411.058,74281.682,91902.731,91653.769,91545.456,91433.58,91514.466,109413.917,110083.681,109742.22,109598.508,109495.177,127601.861,127552.444,127593.955,127643.797,130934.409,145538.609,145536.131,145464.706,145591.011,145688.145,145634.952,145407.749,145617.023,145538.176,145661.691,163631.736,163624.437,163521.352,163537.609,163541.638,181620.288,181556.159,181460.711,181591.879,181606.3,199579.199,199419.746,199670.467,199665.947,199776.51,217775.275,217636.128,217328.28,217409.094,217651.216,235657.274,235579.088,235638.703,235928.829,235650.278,253699.787,253637.819,253551.199,253691.958,253515.048,253624.573,253659.358,253704.014,253657.972,253656.231,271657.123,271731.324,271674.626,271724.701,271738.066,271664.761,271737.105,271660.954,271664.162,271478.974,289657.719,289624.46,289590.664,289595.561,289610.838,289642.634,289616.625,289421.361,289615.321,289647.884,308230.332,307664.191,307621.675,307688.164,307833.089,325469.905,325598.373,325696.223,325683.392,325672.237,343711.778,343536.905,343574.947,343663.589,343736.616,361667.869,361676.361,361595.211,361543.582,361571.509,379720.703,379532.867,379565.589,379604.998,379613.006,397709.407,397783.107,398089.635,397665.562,397668.667,415782.59,417653.783,415438.996,415674.39,415797.404,433618.436,433639.472,433774.8,433668.582,433669.481,451720.539,451668.133,451611.492,451650.296,451559.572,469491.424,469643.214,469668.563,469716.662,469683.032,469529.422,469683.197,469752.636,469682.062,469682.193,487783.975,487749.049,487711.615,487687.722,487675.058,505764.467,505711.084,505609.589,505691.501,505670.688,505674.326,505679.268,505686.291,505669.039,505681.155,523680.056,523678.247,523714.594,523644.269,523674.353,541678.244,541740.784,541560.846,541722.496,541725.692,559685.29,559718.241,559642.64,559714.694,559312.386
19,7.279,4.581,4.649,4.66,4.876,4.57,4.726,4.425,4.598,4.521,20514.576,20453.226,20387.369,20459.546,24347.488,39380.866,39390.007,39532.387,39476.791,39503.259,58430.035,63317.197,58636.076,58153.376,58476.281,58549.891,58666.644,65123.737,58585.156,58512.081,77513.334,77518.549,77446.349,77743.088,77472.681,96698.978,96618.878,96110.015,98378.678,96685.963,115720.479,118065.121,115709.522,115638.856,115679.759,134863.31,134688.867,134512.15,134784.996,134496.021,153698.418,153519.35,153745.229,153701.327,153576.975,153621.075,153640.925,153747.574,153755.407,153791.734,172708.075,172797.402,172670.581,172755.731,172704.519,191854.543,191657.41,191736.853,191768.384,191850.361,210617.824,210728.777,210574.306,210662.434,210993.426,229824.17,229641.964,229748.385,229690.667,229522.322,248737.72,248638.483,248752.85,248775.362,248494.403,267618.672,267764.208,268062.983,267748.931,267755.526,267764.401,267860.656,267581.638,267655.499,267634.819,286728.981,286758.842,286752.841,286769.053,286753.596,286652.735,286637.392,286681.226,286733.644,286494.477,306228.552,305542.463,305681.549,305738.876,305632.656,305892.937,305695.852,305684.027,305653.244,305732.269,324688.613,324659.417,324528.771,324683.54,324754.996,343808.982,343658.768,343733.787,343741.246,343731.107,365482.401,362704.493,362765.547,362896.246,362802.142,381798.014,381766.84,381661.629,381679.458,381612.631,400812.494,400768.749,400756.896,400876.964,400818.428,419826.64,419810.475,419720.913,419910.218,419780.446,438790.253,438774.466,439106.892,438769.873,438746.715,457845.984,457816.172,457684.36,457733.433,457773.506,476840.077,476831.893,476816.668,476772.167,476884.612,495767.947,495758.456,495723.951,495676.734,495777.613,495735.428,495723.265,495747.026,495859.672,495824.54,514799.265,514691.014,514757.027,514674.506,514734.097,533654.733,533723.7,533795.836,533769.466,533808.794,533744.864,533765.165,533693.833,533793.769,533762.795,552612.241,552719.487,552694.103,552601.439,552585.325,571770.931,571685.762,571833.029,571722.339,571687.42,590769.425,590692.261,590715.271,590656.852,590638.737
20,4.515,4.576,4.568,4.613,4.498,4.989,4.548,4.583,4.826,4.518,21437.258,22916.792,21486.689,22609.946,21564.298,41764.367,41601.734,42889.584,41638.942,41315.568,61532.248,61535.952,68105.51,61673.053,61674.746,61162.409,61978.361,61790.879,61755.847,65531.07,81511.092,81830.401,81802.382,81768.714,81631.84,101608.998,101834.684,101795.478,101415.403,101697.662,121704.348,121614.048,121581.9,121718.146,121899.678,142936.243,141688.28,141929.409,141808.387,141760.258,161526.413,161591.072,161813.767,166037.985,161713.891,161848.078,161842.3,161898.608,161873.212,161733.714,181613.278,181771.01,181816.603,181769.397,181818.222,201747.608,201966.002,201852.145,201849.724,202212.495,221623.74,221711.71,221868.237,221726.774,221782.283,241712.802,241907.695,241428.957,241855.226,241837.878,261760.234,261738.88,261788.822,261958.54,261965.574,281854.669,281999.092,281765.945,281762.935,281740.631,281791.388,281845.448,281859.686,281847.788,281956.878,301849.978,301847.981,301966.372,301873.681,301857.187,301852.223,301946.683,301774.323,301907.907,302049.812,321909.415,321811.727,321642.573,321721.937,321835.134,321812.684,321751.1,321897.004,321885.735,321812.716,341768.449,341915.66,341869.026,341759.456,341756.709,361824.751,361833.191,361824.217,361813.721,361819.324,381915.914,381769.293,381900.173,381846.737,381635.394,401894.812,401905.144,401977.591,401971.021,401948.973,421848.116,421957.655,422175.966,421885.614,421772.106,441867.684,441774.997,441827.719,441839.371,441728.134,461818.249,461804.483,461564.979,461837.77,461863.808,481801.565,481802.631,481905.027,481903.683,481865.802,501928.769,501914.627,501802.573,501760.645,501767.153,521854.658,522215.077,521976.752,521909.141,521865.362,521904.463,521873.381,522187.486,521911.176,521914.242,541879.083,541971.252,541851.585,541906.574,541875.407,561899.154,561867.389,561783.768,561823.59,561861.091,561789.378,561875.435,561862.533,561801.662,561873.445,581862.492,581862.5,581855.155,581894.902,581866.581,601866.18,601896.177,601867.168,601865.187,601871.312,621867.15,621884.069,621954.972,621870.615,621873.469
21,4.701,4.523,7.131,4.45,4.277,4.924,4.44,4.615,7.593,4.608,22752.066,22593.588,22657.538,22649.084,22493.279,43572.006,43600.001,43488.818,43632.4,43554.778,64755.248,64589.852,64675.479,71232.747,64688.52,64637.224,64783.284,64869.101,64636.434,64675.244,85637.336,85650.825,85757.027,85806.431,85698.82,106934.968,107602.34,106758.393,106652.39,106809.421,127683.213,130249.286,127737.762,127707.803,127925.766,148816.04,149014.97,148808.705,149157.944,148988.391,169817.372,169849.218,169794.565,169912.319,169799.218,169843.939,169791.939,170042.114,170031.264,169942.765,190817.823,190944.849,190778.106,190802.493,190750.838,211941.01,211948.725,211907.399,212170.24,211897.795,232951.907,232714.91,232818.757,232660.113,232916.016,253991.546,253954.66,253967.343,253989.526,253732.116,275063.151,274946.975,274954.026,274899.382,275017.491,295862.82,295909.799,295998.321,295953.224,296067.107,295956.479,296071.217,295978.177,295836.029,295832.908,317005.512,316992.786,316691.903,316806.753,316902.234,316822.614,316853.085,317012.996,317055.941,316945.471,337747.992,337864.596,337912.775,337877.862,337848.336,337930.999,337946.698,337863.864,337914.857,337854.997,358783.722,358794.567,358859.338,358985.085,358848.611,379945.011,379971.372,379840.871,379855.492,379844.602,401028.379,400920.947,400780.371,400933.216,400901.828,421897.137,422087.798,422034.75,422040.479,421851.567,443067.342,442814.942,442866.932,442844.753,442946.789,463891.178,463935.006,464044.916,464007.301,464021.123,484798.032,484921.282,484958.413,485076.047,485073.293,505959.911,505856.72,506021.145,505933.57,505872.915,526937.045,527074.931,526970.913,526995.724,527065.56,547782.936,552842.895,547947.071,547979.894,547872.413,547944.527,547921.984,547899.438,547918.018,547961.458,568995.096,568764.935,569016.974,568817.455,568924.388,589918.905,589918.077,589955.687,589970.757,590067.1,589983.606,589934.711,589834.098,589826.705,589780.384,610891.897,610898.667,612112.772,610901.71,610784.737,631882.865,631845.82,631949.417,631960.192,631909.459,652938.479,652955.814,652884.639,652797.268,652898.008
22,4.457,4.313,4.53,4.651,7.605,4.458,4.846,4.546,4.493,7.199,23763.326,23542.285,23609.395,25575.985,23714.606,45841.463,45730.078,45747.46,45803.706,45901.341,67840.17,67842.766,74969.729,67971.23,70588.425,68125.537,67698.209,67812.3,67861.045,67537.14,89717.212,89772.849,92884.9,89729.066,89589.719,111638.144,111872.358,111763.489,111938.378,112118.725,133811.838,133813.016,133815.148,133749.276,133792.01,155780.395,155958.619,155319.969,155971.632,155860.718,177937.859,178035.135,177916.439,177926.923,177727.049,178163.855,177857.538,177885.84,178043.793,177979.935,200034.686,199826.475,199800.942,199942.298,199882.976,222064.382,222903.761,222074.796,221895.533,221897.429,244067.654,243973.153,244040.652,243978.824,243931.733,265959.474,265922.769,265977.703,265827.772,265972.946,287970.943,288105.518,287891.439,288033.224,288073.825,310048.717,310479.406,309814.934,309736.072,309892.285,310009.276,309993.186,310062.424,310047.68,310024.024,332094.976,332004.532,331877.281,331987.739,331947.041,331881.873,331916.243,331904.105,332013.603,333378.005,353898.386,354011.12,354348.08,353911.269,354069.306,354066.547,353959.625,353874.256,354000.086,354025.946,375697.964,376044.952,376011.803,376077.801,376075.941,398005.415,398097.15,398027.163,397890.934,397985.89,420092.441,420051.737,419944.319,419992.655,420026.01,441984.712,441982.878,441977.438,441976.826,441927.061,464074.88,463979.301,464095.222,464051.388,464055.978,485991.301,486067.51,486019.684,486073.055,485847.095,508099.864,508080.284,507989.557,508078.638,507925.584,529942.518,530177.811,529980.247,530173.218,530051.309,551984.737,552022.64,555168.675,552035.903,552014.161,574093.423,574203.237,574059.122,574185.882,574055.114,574175.418,574080.062,574099.38,574167.289,574141.384,596025.781,596125.685,596055.014,596050.007,596041.562,618099.138,618123.018,617993.544,617946.923,617980.719,618072.81,618060.06,618039.229,618101.316,618060.489,639993.035,640055.351,640058.401,640071.939,640059.386,662070.832,662067.136,662079.597,662039.694,662077.286,684060.262,684142.768,684060.921,684112.603,684107.221
23,4.761,4.495,4.492,5.047,4.551,4.498,4.861,4.533,4.773,4.403,24790.463,25757.326,24745.552,26455.477,24866.802,47750.931,47826.469,47874.634,47987.137,49695.736,70891.698,78731.836,73352.909,70977.364,70886.457,70912.03,71079.022,71011.7,71177.504,71138.135,94008.576,93936.712,94039.655,93789.973,94015.755,116863.064,116804.596,117098.723,116703.601,117038.415,140006.142,139953.295,140278.143,139789.807,140154.482,162931.123,162882.29,162786.664,162815.935,162881.937,185913.239,185823.755,186138.744,185866.002,186493.131,185981.536,185771.369,186035.09,185805.658,186149.184,209099.393,208981.942,208926.165,209109.522,209094.885,231984.688,232152.067,232101.761,232099.258,232088.666,255045.987,255176.984,255129.826,254988.647,254974.692,278163.38,278229.711,278012.982,277960.138,277869.468,301070.728,301096.493,301161.141,300972.401,300950.042,324144.713,323884.415,324182.083,323916.874,324157.496,324285.489,324146.067,324178.94,324127.226,324064.566,347227.925,347114.26,346901.612,347103.548,346949.68,347034.603,347115.498,346894.936,347031.284,346842.665,370091.57,370108.203,370092.955,370050.874,370150.835,370113.365,370115.182,370075.345,370006.972,370072.459,392970.35,393146.958,393056.238,393190.212,393221.59,416034.214,416204.292,416048.227,416165.984,416058.012,439200.989,439128.186,439028.448,439105.997,439252.55,462137.645,462080.199,461994.459,462028.044,462111.805,485055.121,485200.705,485200.69,485213.903,485177.414,508152.045,507972.896,508193.874,508142.721,508163.736,531059.858,531127.164,531194.677,531263.745,531153.011,554159.601,554050.181,554169.672,554249.204,554204.758,577163.974,577155.895,577183.057,577108.453,577151.146,599973.352,600080.307,600209.826,600008.043,600067.109,600208.782,600095.608,600111.557,600141.496,600097.061,623171.595,623016.973,623392.002,623235.679,623094.996,646251.798,646160.689,646240.647,646147.715,645781.476,646206.453,646150.619,646039.211,646055.471,646186.108,669120.797,669052.261,669164.904,669022.006,668872.115,692180.523,692109.092,692187.025,692080.649,692115.532,715214.209,715097.949,714990.132,715021.266,715137.936
