id,label,weight,gab_feed1_ver4.OptimizedMultiplier.fastMultiply_BasicBlock_28_0,gab_feed1_ver4.OptimizedMultiplier.fastMultiply_BasicBlock_62_338,gab_feed1_ver4.OptimizedMultiplier.standardMultiply_BasicBlock_13_126,gab_feed1_ver4.gab_feed1.main_BasicBlock_153_82,gab_feed1_ver4.ModPow.modPow_BasicBlock_11_84,gab_feed1_ver4.OptimizedMultiplier.fastMultiply_BasicBlock_46_180,gab_feed1_ver4.OptimizedMultiplier.standardMultiply_BasicBlock_12_0,gab_feed1_ver4.gab_feed1.main_BasicBlock_116_22,gab_feed1_ver4.OptimizedMultiplier.fastMultiply_BasicBlock_31_31,gab_feed1_ver4.gab_feed1.main_BasicBlock_157_147,gab_feed1_ver4.ModPow.modPow_BasicBlock_15_63,gab_feed1_ver4.gab_feed1.main_BasicBlock_87_0,gab_feed1_ver4.ModPow.modPow_BasicBlock_18_116,gab_feed1_ver4.gab_feed1.main_BasicBlock_162_186,gab_feed1_ver4.OptimizedMultiplier.standardMultiply_BasicBlock_17_53,gab_feed1_ver4.OptimizedMultiplier.fastMultiply_BasicBlock_44_155,gab_feed1_ver4.KeyExchangeServer.generateMasterSecret_BasicBlock_80_0,gab_feed1_ver4.ModPow.modPow_BasicBlock_13_28,gab_feed1_ver4.gab_feed1.main_BasicBlock_152_67,gab_feed1_ver4.gab_feed1.main_BasicBlock_155_192,gab_feed1_ver4.ModPow.modPow_BasicBlock_9_0,gab_feed1_ver4.OptimizedMultiplier.standardMultiply_BasicBlock_23_145,gab_feed1_ver4.ModPow.modPow_BasicBlock_11_98,gab_feed1_ver4.OptimizedMultiplier.standardMultiply_BasicBlock_16_107,gab_feed1_ver4.gab_feed1.main_BasicBlock_153_98,gab_feed1_ver4.gab_feed1.main_BasicBlock_150_44,gab_feed1_ver4.OptimizedMultiplier.fastMultiply_BasicBlock_33_44,gab_feed1_ver4.OptimizedMultiplier.fastMultiply_BasicBlock_36_78,gab_feed1_ver4.OptimizedMultiplier.standardMultiply_BasicBlock_16_39,gab_feed1_ver4.gab_feed1.main_BasicBlock_155_128,gab_feed1_ver4.gab_feed1.callGenerator_BasicBlock_46_0,gab_feed1_ver4.gab_feed1.main_BasicBlock_156_144,gab_feed1_ver4.OptimizedMultiplier.standardMultiply_BasicBlock_15_20,gab_feed1_ver4.OptimizedMultiplier.fastMultiply_BasicBlock_42_134,gab_feed1_ver4.OptimizedMultiplier.standardMultiply_BasicBlock_18_72,gab_feed1_ver4.OptimizedMultiplier.standardMultiply_BasicBlock_16_93
12,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,3392,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
13,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,3328,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
14,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,3264,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
15,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,3200,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
16,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,3136,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
17,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,3072,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
18,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,3008,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
19,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,2944,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
20,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,2880,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
21,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,2816,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
22,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,2752,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
23,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,2688,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
24,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,2624,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
25,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,2560,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
26,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,2496,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
27,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,2432,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
28,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,2368,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
29,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,2304,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
30,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,2240,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
31,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,2176,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
32,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,2112,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
33,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,2048,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
34,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,1984,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
35,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,1920,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
36,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,1856,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
37,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,1792,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
38,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,1728,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
39,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,1664,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
40,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,1600,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
41,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,1536,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
42,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,1472,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
43,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,1408,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
44,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,1344,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
45,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,1280,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
46,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,1216,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
47,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,1152,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
48,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,1088,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
49,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,1024,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
50,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,960,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
51,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,896,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
52,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,832,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
53,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,768,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
54,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,704,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
55,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,640,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
56,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,576,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
57,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,512,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
58,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,448,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
59,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,384,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
60,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,320,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
61,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,256,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
62,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,192,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
63,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,128,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
64,1,100,4,3,2.6,0,1,2.6,2.6,0,1,0,4,0,1,0,1.6y+10687.1,2.6,1,64,0,0,1,2.6,1,2.6,0,0,3,3,2.6,0,1,1,2.6,0.4,3.0y+0.0,2.6
65,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,4096,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
66,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,4032,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
67,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,3968,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
68,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,3904,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
69,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,3840,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
70,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,3776,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
71,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,3712,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
72,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,3648,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
73,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,3584,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
74,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,3520,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
75,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,3456,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
76,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,3392,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
77,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,3328,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
78,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,3264,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
79,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,3200,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
80,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,3136,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
81,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,3072,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
82,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,3008,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
83,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,2944,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
84,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,2880,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
85,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,2816,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
86,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,2752,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
87,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,2688,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
88,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,2624,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
89,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,2560,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
90,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,2496,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
91,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,2432,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
92,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,2368,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
93,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,2304,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
94,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,2240,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
95,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,2176,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
96,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,2112,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
97,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,2048,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
98,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,1984,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
99,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,1920,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
100,2,100,128,127,110.5,0,1,110.5,110.5,0,1,0,128,0,1,0,65.7y+452422.1,110.5,1,1856,0,0,1,110.5,1,110.5,0,0,127,127,110.5,0,1,1,110.5,16.5,127.0y+0.0,110.5
