id,label,weight,jetty.Password.main_BasicBlock_285_368,jetty.Password.main_BasicBlock_298_743,jetty.Password.main_BasicBlock_300_780,jetty.Password.main_BasicBlock_285_328,jetty.Credential.stringEquals_BasicBlock_104_115,jetty.Password.main_BasicBlock_285_284,jetty.Password.dummy_BasicBlock_271_0,jetty.Password.main_BasicBlock_322_1012,jetty.Password.main_BasicBlock_285_244,jetty.Password.main_BasicBlock_285_202,jetty.Password.check_BasicBlock_120_0,jetty.Password.main_BasicBlock_294_681,jetty.Password.main_BasicBlock_276_0,jetty.Password.main_BasicBlock_294_721,jetty.Password.main_BasicBlock_310_865,jetty.Password.main_BasicBlock_285_159,jetty.Password.main_BasicBlock_285_350,jetty.Credential.stringEquals_BasicBlock_105_172,jetty.Password.main_BasicBlock_289_411,jetty.Password.main_BasicBlock_280_38,jetty.Credential.stringEquals_BasicBlock_97_44,jetty.Password.main_BasicBlock_282_91,jetty.Password.main_BasicBlock_294_532,jetty.Password.main_BasicBlock_294_577,jetty.Credential.stringEquals_BasicBlock_103_102,jetty.Password.main_BasicBlock_294_659,jetty.Password.main_BasicBlock_294_615,jetty.Password.main_BasicBlock_282_133,jetty.Password.main_BasicBlock_300_1036,jetty.Password.main_BasicBlock_285_306,jetty.Password.main_BasicBlock_285_262,jetty.Password.main_BasicBlock_292_462,jetty.Password.main_BasicBlock_308_918,jetty.Credential.checkChar_BasicBlock_84_16,jetty.Password.main_BasicBlock_285_224,jetty.Credential.stringEquals_BasicBlock_99_72,jetty.Password.main_BasicBlock_294_703,jetty.Credential.stringEquals_BasicBlock_106_140,jetty.Password.main_BasicBlock_289_390,jetty.Password.main_BasicBlock_304_829,jetty.Password.main_BasicBlock_291_486,jetty.Password.main_BasicBlock_283_109,jetty.Password.main_BasicBlock_291_444,jetty.Credential.checkChar_BasicBlock_84_0,jetty.Credential.stringEquals_BasicBlock_97_29,jetty.Password.main_BasicBlock_319_939,jetty.Password.main_BasicBlock_304_987,jetty.Password.main_BasicBlock_280_59,jetty.Credential.checkChar_BasicBlock_84_29,jetty.Password.main_BasicBlock_285_179,jetty.Password.main_BasicBlock_294_597,jetty.Credential.stringEquals_BasicBlock_95_0,jetty.Password.main_BasicBlock_294_555,jetty.Credential.stringEquals_BasicBlock_107_190,jetty.Password.main_BasicBlock_294_512,jetty.Password.main_BasicBlock_294_637
1,1,100,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,635,1,min(3.0;y),1,1,1,min(3.0;y),1,1,1,800,1,min(3.0;y),1,min(1.0;y),1,1,min(3.0;y),1,1,1,1,1,1,1
12,9,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(10.0;y),0,1,0,min(10.0;y),0,1,0,0,0,min(10.0;y),1,1,1,0,min(10.0;y),0,0,1,0,1,0,0
13,4,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(15.0;y),0,1,0,min(15.0;y),0,1,0,0,0,min(15.0;y),1,1,1,0,min(15.0;y),0,0,1,0,1,0,0
14,2,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(14.0;y),0,1,0,min(14.0;y),0,1,0,0,0,min(14.0;y),1,1,1,0,min(14.0;y),0,0,1,0,1,0,0
15,7,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(13.0;y),0,1,0,min(13.0;y),0,1,0,0,0,min(13.0;y),1,1,1,0,min(13.0;y),0,0,1,0,1,0,0
16,11,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(9.0;y),0,1,0,min(9.0;y),0,1,0,0,0,min(9.0;y),1,1,1,0,min(9.0;y),0,0,1,0,1,0,0
17,4,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(15.0;y),0,1,0,min(15.0;y),0,1,0,0,0,min(15.0;y),1,1,1,0,min(15.0;y),0,0,1,0,1,0,0
18,7,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(13.0;y),0,1,0,min(13.0;y),0,1,0,0,0,min(13.0;y),1,1,1,0,min(13.0;y),0,0,1,0,1,0,0
19,4,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(15.0;y),0,1,0,min(15.0;y),0,1,0,0,0,min(15.0;y),1,1,1,0,min(15.0;y),0,0,1,0,1,0,0
20,2,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(14.0;y),0,1,0,min(14.0;y),0,1,0,0,0,min(14.0;y),1,1,1,0,min(14.0;y),0,0,1,0,1,0,0
21,6,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(8.0;y),0,1,0,min(8.0;y),0,1,0,0,0,min(8.0;y),1,1,1,0,min(8.0;y),0,0,1,0,1,0,0
22,2,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(14.0;y),0,1,0,min(14.0;y),0,1,0,0,0,min(14.0;y),1,1,1,0,min(14.0;y),0,0,1,0,1,0,0
23,5,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(11.0;y),0,1,0,min(11.0;y),0,1,0,0,0,min(11.0;y),1,1,1,0,min(11.0;y),0,0,1,0,1,0,0
24,6,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(8.0;y),0,1,0,min(8.0;y),0,1,0,0,0,min(8.0;y),1,1,1,0,min(8.0;y),0,0,1,0,1,0,0
25,2,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(14.0;y),0,1,0,min(14.0;y),0,1,0,0,0,min(14.0;y),1,1,1,0,min(14.0;y),0,0,1,0,1,0,0
26,4,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(15.0;y),0,1,0,min(15.0;y),0,1,0,0,0,min(15.0;y),1,1,1,0,min(15.0;y),0,0,1,0,1,0,0
27,7,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(13.0;y),0,1,0,min(13.0;y),0,1,0,0,0,min(13.0;y),1,1,1,0,min(13.0;y),0,0,1,0,1,0,0
28,7,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(13.0;y),0,1,0,min(13.0;y),0,1,0,0,0,min(13.0;y),1,1,1,0,min(13.0;y),0,0,1,0,1,0,0
29,8,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(20.0;y),0,1,0,min(20.0;y),0,1,0,0,0,min(20.0;y),1,1,1,0,min(20.0;y),0,0,1,0,1,0,0
30,10,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(4.0;y),0,1,0,min(4.0;y),0,1,0,0,0,min(4.0;y),1,1,1,0,min(4.0;y),0,0,1,0,1,0,0
31,4,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(15.0;y),0,1,0,min(15.0;y),0,1,0,0,0,min(15.0;y),1,1,1,0,min(15.0;y),0,0,1,0,1,0,0
32,6,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(18.0;y),0,1,0,min(18.0;y),0,1,0,0,0,min(18.0;y),1,1,1,0,min(18.0;y),0,0,1,0,1,0,0
33,12,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(6.0;y),0,1,0,min(6.0;y),0,1,0,0,0,min(6.0;y),1,1,1,0,min(6.0;y),0,0,1,0,1,0,0
34,6,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(18.0;y),0,1,0,min(18.0;y),0,1,0,0,0,min(18.0;y),1,1,1,0,min(18.0;y),0,0,1,0,1,0,0
35,7,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(13.0;y),0,1,0,min(13.0;y),0,1,0,0,0,min(13.0;y),1,1,1,0,min(13.0;y),0,0,1,0,1,0,0
36,10,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(2.0;y),0,1,0,min(2.0;y),0,1,0,0,0,min(2.0;y),1,1,1,0,min(2.0;y),0,0,1,0,1,0,0
37,2,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(14.0;y),0,1,0,min(14.0;y),0,1,0,0,0,min(14.0;y),1,1,1,0,min(14.0;y),0,0,1,0,1,0,0
38,9,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(10.0;y),0,1,0,min(10.0;y),0,1,0,0,0,min(10.0;y),1,1,1,0,min(10.0;y),0,0,1,0,1,0,0
39,18,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(16.0;y),0,1,0,min(16.0;y),0,1,0,0,0,min(16.0;y),1,1,1,0,min(16.0;y),0,0,1,0,1,0,0
40,16,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(17.0;y),0,1,0,min(17.0;y),0,1,0,0,0,min(17.0;y),1,1,1,0,min(17.0;y),0,0,1,0,1,0,0
41,7,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(13.0;y),0,1,0,min(13.0;y),0,1,0,0,0,min(13.0;y),1,1,1,0,min(13.0;y),0,0,1,0,1,0,0
42,1,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(3.0;y),0,1,0,min(3.0;y),0,1,0,0,0,min(3.0;y),1,1,1,0,min(3.0;y),0,0,1,0,1,0,0
43,9,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(10.0;y),0,1,0,min(10.0;y),0,1,0,0,0,min(10.0;y),1,1,1,0,min(10.0;y),0,0,1,0,1,0,0
44,6,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(8.0;y),0,1,0,min(8.0;y),0,1,0,0,0,min(8.0;y),1,1,1,0,min(8.0;y),0,0,1,0,1,0,0
45,3,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(12.0;y),0,1,0,min(12.0;y),0,1,0,0,0,min(12.0;y),1,1,1,0,min(12.0;y),0,0,1,0,1,0,0
46,3,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(12.0;y),0,1,0,min(12.0;y),0,1,0,0,0,min(12.0;y),1,1,1,0,min(12.0;y),0,0,1,0,1,0,0
47,4,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(15.0;y),0,1,0,min(15.0;y),0,1,0,0,0,min(15.0;y),1,1,1,0,min(15.0;y),0,0,1,0,1,0,0
48,2,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(14.0;y),0,1,0,min(14.0;y),0,1,0,0,0,min(14.0;y),1,1,1,0,min(14.0;y),0,0,1,0,1,0,0
49,10,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(2.0;y),0,1,0,min(2.0;y),0,1,0,0,0,min(2.0;y),1,1,1,0,min(2.0;y),0,0,1,0,1,0,0
50,4,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(15.0;y),0,1,0,min(15.0;y),0,1,0,0,0,min(15.0;y),1,1,1,0,min(15.0;y),0,0,1,0,1,0,0
51,4,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(15.0;y),0,1,0,min(15.0;y),0,1,0,0,0,min(15.0;y),1,1,1,0,min(15.0;y),0,0,1,0,1,0,0
52,2,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(14.0;y),0,1,0,min(14.0;y),0,1,0,0,0,min(14.0;y),1,1,1,0,min(14.0;y),0,0,1,0,1,0,0
53,4,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(15.0;y),0,1,0,min(15.0;y),0,1,0,0,0,min(15.0;y),1,1,1,0,min(15.0;y),0,0,1,0,1,0,0
54,9,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(10.0;y),0,1,0,min(10.0;y),0,1,0,0,0,min(10.0;y),1,1,1,0,min(10.0;y),0,0,1,0,1,0,0
55,2,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(14.0;y),0,1,0,min(14.0;y),0,1,0,0,0,min(14.0;y),1,1,1,0,min(14.0;y),0,0,1,0,1,0,0
56,10,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(2.0;y),0,1,0,min(2.0;y),0,1,0,0,0,min(2.0;y),1,1,1,0,min(2.0;y),0,0,1,0,1,0,0
57,17,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,min(1.0;y),0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0
58,8,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(20.0;y),0,1,0,min(20.0;y),0,1,0,0,0,min(20.0;y),1,1,1,0,min(20.0;y),0,0,1,0,1,0,0
59,12,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(6.0;y),0,1,0,min(6.0;y),0,1,0,0,0,min(6.0;y),1,1,1,0,min(6.0;y),0,0,1,0,1,0,0
60,18,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(5.0;y),0,1,0,min(5.0;y),0,1,0,0,0,min(5.0;y),1,1,1,0,min(5.0;y),0,0,1,0,1,0,0
61,19,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(7.0;y),0,1,0,min(7.0;y),0,1,0,0,0,min(7.0;y),1,1,1,0,min(7.0;y),0,0,1,0,1,0,0
62,1,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(3.0;y),0,1,0,min(3.0;y),0,1,0,0,0,min(3.0;y),1,1,1,0,min(3.0;y),0,0,1,0,1,0,0
63,2,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(14.0;y),0,1,0,min(14.0;y),0,1,0,0,0,min(14.0;y),1,1,1,0,min(14.0;y),0,0,1,0,1,0,0
64,2,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(14.0;y),0,1,0,min(14.0;y),0,1,0,0,0,min(14.0;y),1,1,1,0,min(14.0;y),0,0,1,0,1,0,0
65,18,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(5.0;y),0,1,0,min(5.0;y),0,1,0,0,0,min(5.0;y),1,1,1,0,min(5.0;y),0,0,1,0,1,0,0
66,6,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(18.0;y),0,1,0,min(18.0;y),0,1,0,0,0,min(18.0;y),1,1,1,0,min(18.0;y),0,0,1,0,1,0,0
67,3,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(12.0;y),0,1,0,min(12.0;y),0,1,0,0,0,min(12.0;y),1,1,1,0,min(12.0;y),0,0,1,0,1,0,0
68,6,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(8.0;y),0,1,0,min(8.0;y),0,1,0,0,0,min(8.0;y),1,1,1,0,min(8.0;y),0,0,1,0,1,0,0
69,4,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(15.0;y),0,1,0,min(15.0;y),0,1,0,0,0,min(15.0;y),1,1,1,0,min(15.0;y),0,0,1,0,1,0,0
70,3,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(12.0;y),0,1,0,min(12.0;y),0,1,0,0,0,min(12.0;y),1,1,1,0,min(12.0;y),0,0,1,0,1,0,0
71,10,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(2.0;y),0,1,0,min(2.0;y),0,1,0,0,0,min(2.0;y),1,1,1,0,min(2.0;y),0,0,1,0,1,0,0
72,7,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(13.0;y),0,1,0,min(13.0;y),0,1,0,0,0,min(13.0;y),1,1,1,0,min(13.0;y),0,0,1,0,1,0,0
73,2,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(14.0;y),0,1,0,min(14.0;y),0,1,0,0,0,min(14.0;y),1,1,1,0,min(14.0;y),0,0,1,0,1,0,0
74,3,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(12.0;y),0,1,0,min(12.0;y),0,1,0,0,0,min(12.0;y),1,1,1,0,min(12.0;y),0,0,1,0,1,0,0
75,5,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(11.0;y),0,1,0,min(11.0;y),0,1,0,0,0,min(11.0;y),1,1,1,0,min(11.0;y),0,0,1,0,1,0,0
76,2,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(14.0;y),0,1,0,min(14.0;y),0,1,0,0,0,min(14.0;y),1,1,1,0,min(14.0;y),0,0,1,0,1,0,0
77,6,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(8.0;y),0,1,0,min(8.0;y),0,1,0,0,0,min(8.0;y),1,1,1,0,min(8.0;y),0,0,1,0,1,0,0
78,18,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(16.0;y),0,1,0,min(16.0;y),0,1,0,0,0,min(16.0;y),1,1,1,0,min(16.0;y),0,0,1,0,1,0,0
79,7,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(13.0;y),0,1,0,min(13.0;y),0,1,0,0,0,min(13.0;y),1,1,1,0,min(13.0;y),0,0,1,0,1,0,0
80,11,100,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,min(9.0;y),0,1,0,min(9.0;y),0,1,0,0,0,min(9.0;y),1,1,1,0,min(9.0;y),0,0,1,0,1,0,0
